longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
-120.85,37.49,39.0,2840.0,733.0,2606.0,737.0,1.9429,INLAND
-118.34,34.09,5.0,2665.0,954.0,1733.0,766.0,2.3568,<1H OCEAN
-117.8,34.1,17.0,5153.0,1164.0,2949.0,1083.0,3.5603,INLAND
-122.39,37.79,52.0,94.0,24.0,113.0,27.0,4.6563,NEAR BAY
-120.71,37.39,11.0,1479.0,341.0,1476.0,327.0,3.2721,INLAND
-117.87,33.89,17.0,1441.0,530.0,769.0,456.0,2.425,<1H OCEAN
-121.3,39.0,16.0,3155.0,541.0,1630.0,540.0,4.0282,INLAND
-122.07,37.66,28.0,2280.0,610.0,1255.0,587.0,2.6719,NEAR BAY
-121.5,38.56,46.0,2646.0,645.0,1684.0,616.0,1.128,INLAND
-122.49,37.76,52.0,2245.0,425.0,1091.0,409.0,3.5909,NEAR BAY
-120.79,38.43,40.0,1391.0,246.0,546.0,214.0,3.9107,INLAND
-122.19,37.48,35.0,7067.0,1646.0,5380.0,1597.0,4.1776,NEAR BAY
-122.26,38.15,26.0,3699.0,671.0,2388.0,699.0,4.0515,NEAR BAY
-117.1,32.76,31.0,987.0,267.0,619.0,250.0,2.9286,NEAR OCEAN
-118.48,34.47,36.0,84.0,12.0,29.0,17.0,3.375,<1H OCEAN
-117.91,33.75,8.0,2346.0,679.0,3842.0,674.0,3.0635,<1H OCEAN
-121.89,37.31,52.0,1994.0,404.0,1014.0,389.0,4.3882,<1H OCEAN
-118.13,33.95,37.0,1709.0,333.0,778.0,344.0,3.9036,<1H OCEAN
-122.33,37.57,27.0,3085.0,876.0,1453.0,896.0,3.4333,NEAR OCEAN
-117.65,33.48,10.0,3484.0,582.0,1469.0,556.0,5.4188,<1H OCEAN
-120.97,37.69,15.0,4065.0,841.0,1986.0,680.0,3.072,INLAND
-120.03,38.89,15.0,3042.0,588.0,918.0,336.0,3.8333,INLAND
-122.27,37.83,51.0,2665.0,574.0,1258.0,536.0,2.7303,NEAR BAY
-122.64,41.63,19.0,2722.0,479.0,1108.0,430.0,3.1062,INLAND
-117.75,34.1,21.0,8069.0,2174.0,4369.0,2036.0,3.2756,INLAND
-119.94,37.04,14.0,1636.0,253.0,766.0,225.0,3.125,INLAND
-122.27,37.84,52.0,1688.0,337.0,853.0,325.0,2.1806,NEAR BAY
-122.15,37.74,52.0,2898.0,557.0,1338.0,550.0,3.851,NEAR BAY
-120.45,34.64,27.0,2696.0,622.0,1322.0,543.0,3.0352,NEAR OCEAN
-122.01,37.58,17.0,4313.0,717.0,2629.0,721.0,5.7579,NEAR BAY
-118.16,34.06,27.0,1675.0,274.0,785.0,275.0,5.828,<1H OCEAN
-118.33,34.19,45.0,1505.0,347.0,799.0,319.0,3.138,<1H OCEAN
-117.11,32.76,28.0,1457.0,397.0,672.0,342.0,1.9799,NEAR OCEAN
-119.64,36.33,41.0,3095.0,766.0,1852.0,721.0,1.4524,INLAND
-122.4,37.8,52.0,1860.0,575.0,679.0,448.0,4.775,NEAR BAY
-118.21,33.92,37.0,1705.0,403.0,1839.0,410.0,2.5833,<1H OCEAN
-118.43,34.18,31.0,2417.0,510.0,1102.0,507.0,3.8906,<1H OCEAN
-117.77,33.51,29.0,3590.0,772.0,1070.0,603.0,4.4464,<1H OCEAN
-118.16,33.85,36.0,2668.0,473.0,1315.0,478.0,4.0714,<1H OCEAN
-118.1,33.96,40.0,1743.0,328.0,981.0,291.0,3.6667,<1H OCEAN
-119.18,34.28,17.0,4526.0,717.0,2088.0,655.0,5.6885,NEAR OCEAN
-122.22,37.78,44.0,2968.0,710.0,2269.0,610.0,2.3906,NEAR BAY
-118.1,34.08,37.0,2894.0,659.0,1977.0,636.0,2.543,<1H OCEAN
-118.13,34.02,36.0,984.0,275.0,1024.0,284.0,2.125,<1H OCEAN
-119.56,36.51,37.0,1018.0,213.0,663.0,204.0,1.6635,INLAND
-117.77,33.71,13.0,1939.0,247.0,928.0,244.0,8.1111,<1H OCEAN
-118.0,33.76,12.0,1250.0,331.0,1047.0,334.0,3.0625,<1H OCEAN
-121.65,37.11,14.0,6006.0,914.0,2915.0,898.0,5.9356,<1H OCEAN
-119.65,37.09,17.0,1280.0,254.0,707.0,267.0,3.55,INLAND
-122.39,37.6,44.0,2304.0,384.0,986.0,379.0,4.652,NEAR OCEAN
-117.03,32.67,15.0,5094.0,818.0,2118.0,758.0,5.3505,NEAR OCEAN
-121.32,38.03,25.0,2474.0,513.0,1947.0,524.0,2.5742,INLAND
-121.91,37.23,22.0,2614.0,453.0,1240.0,462.0,6.0712,<1H OCEAN
-117.18,34.05,29.0,3436.0,731.0,1323.0,676.0,2.4943,INLAND
-118.2,34.11,52.0,1901.0,525.0,1856.0,480.0,3.0,<1H OCEAN
-118.18,34.04,36.0,1807.0,630.0,2118.0,669.0,1.55,<1H OCEAN
-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,<1H OCEAN
-117.98,33.81,28.0,3528.0,816.0,2304.0,764.0,2.582,<1H OCEAN
-119.19,34.15,31.0,4175.0,1004.0,3310.0,954.0,3.1989,NEAR OCEAN
-116.96,33.52,9.0,2802.0,471.0,1155.0,421.0,4.125,INLAND
-117.05,33.13,17.0,2385.0,372.0,1118.0,369.0,4.2813,<1H OCEAN
-121.9,36.6,45.0,2249.0,412.0,944.0,429.0,3.0625,NEAR OCEAN
-117.12,34.21,19.0,4641.0,994.0,1334.0,474.0,4.5972,INLAND
-117.94,33.66,16.0,2095.0,450.0,963.0,411.0,5.5,<1H OCEAN
-116.98,33.26,12.0,5898.0,1002.0,3129.0,945.0,4.7647,<1H OCEAN
-122.01,36.91,19.0,691.0,191.0,324.0,167.0,3.1312,NEAR OCEAN
-118.29,33.73,30.0,2835.0,711.0,1669.0,652.0,3.3616,NEAR OCEAN
-118.05,33.85,25.0,2856.0,388.0,1212.0,362.0,6.1737,<1H OCEAN
-119.31,36.3,20.0,1256.0,209.0,566.0,195.0,4.0221,INLAND
-120.2,37.84,9.0,13670.0,2453.0,2811.0,1193.0,3.2589,INLAND
-122.04,38.24,30.0,2081.0,456.0,1005.0,438.0,1.9954,INLAND
-118.25,33.95,41.0,1576.0,339.0,1252.0,302.0,1.9798,<1H OCEAN
-117.09,32.76,10.0,1922.0,577.0,1595.0,545.0,1.5208,NEAR OCEAN
-118.16,34.09,50.0,1568.0,302.0,1093.0,333.0,3.1442,<1H OCEAN
-121.52,38.53,31.0,3089.0,585.0,1366.0,561.0,4.2885,INLAND
-121.45,38.37,32.0,1441.0,261.0,629.0,249.0,4.4519,INLAND
-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812,<1H OCEAN
-122.79,38.5,18.0,4839.0,918.0,2755.0,841.0,3.75,<1H OCEAN
-122.07,37.72,26.0,3204.0,477.0,1411.0,484.0,5.4834,NEAR BAY
-121.91,37.69,18.0,2876.0,423.0,1395.0,427.0,6.3132,<1H OCEAN
-122.26,37.83,51.0,936.0,311.0,517.0,249.0,1.2852,NEAR BAY
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,NEAR BAY
-122.27,37.85,52.0,1228.0,293.0,648.0,303.0,2.1202,NEAR BAY
-122.69,38.51,18.0,3364.0,501.0,1442.0,506.0,6.6854,<1H OCEAN
-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,<1H OCEAN
-118.21,34.08,26.0,2574.0,807.0,3163.0,802.0,1.9495,<1H OCEAN
-122.17,37.71,38.0,890.0,200.0,481.0,198.0,3.244,NEAR BAY
-122.15,37.44,52.0,2063.0,320.0,774.0,309.0,7.2543,NEAR BAY
-118.15,34.05,31.0,3362.0,799.0,1939.0,754.0,3.5089,<1H OCEAN
-121.96,38.33,3.0,7985.0,1257.0,3664.0,1215.0,4.976,INLAND
-116.58,32.69,19.0,4085.0,876.0,2133.0,718.0,2.919,INLAND
-121.2,37.97,39.0,440.0,83.0,270.0,97.0,6.0582,INLAND
-117.61,34.34,18.0,5210.0,912.0,1301.0,464.0,4.8623,INLAND
-120.43,34.95,43.0,2020.0,344.0,692.0,310.0,3.6815,<1H OCEAN
-121.38,38.47,4.0,14418.0,2282.0,6578.0,2140.0,4.5604,INLAND
-120.48,34.7,26.0,3069.0,518.0,1524.0,539.0,4.3162,NEAR OCEAN
-122.24,37.85,52.0,1467.0,190.0,496.0,177.0,7.2574,NEAR BAY
-117.9,34.1,35.0,2739.0,475.0,1481.0,483.0,4.5655,<1H OCEAN
-120.86,37.69,5.0,6660.0,1217.0,3012.0,1087.0,3.0809,INLAND
-116.5,33.81,26.0,5032.0,1229.0,3086.0,1183.0,2.5399,INLAND
-118.29,33.92,23.0,2503.0,532.0,1735.0,505.0,2.7368,<1H OCEAN
-121.92,37.72,22.0,4638.0,716.0,2302.0,687.0,5.347,<1H OCEAN
-118.39,33.89,40.0,826.0,143.0,389.0,147.0,7.1845,<1H OCEAN
-118.17,34.03,41.0,2099.0,530.0,2325.0,528.0,2.1979,<1H OCEAN
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,NEAR BAY
-119.04,36.07,17.0,2623.0,659.0,1912.0,618.0,1.5893,INLAND
-117.74,34.08,35.0,1613.0,298.0,911.0,293.0,3.4398,INLAND
-122.02,37.31,34.0,2629.0,433.0,1301.0,431.0,6.083,<1H OCEAN
-115.55,32.79,22.0,565.0,162.0,692.0,141.0,1.2083,INLAND
-121.04,39.08,8.0,2870.0,526.0,1307.0,451.0,3.463,INLAND
-122.05,37.57,7.0,10648.0,1818.0,6075.0,1797.0,6.1047,NEAR BAY
-118.13,33.94,34.0,522.0,138.0,373.0,139.0,3.5481,<1H OCEAN
-118.43,34.11,27.0,10806.0,1440.0,3511.0,1352.0,12.7296,<1H OCEAN
-119.83,36.79,35.0,1872.0,363.0,1054.0,369.0,3.3272,INLAND
-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,INLAND
-118.39,34.16,20.0,4084.0,1062.0,1637.0,987.0,3.2388,<1H OCEAN
-119.67,37.27,13.0,5087.0,981.0,2284.0,913.0,2.7413,INLAND
-121.91,37.28,29.0,5650.0,817.0,2098.0,813.0,6.4285,<1H OCEAN
-121.25,38.07,28.0,2103.0,422.0,1167.0,391.0,3.0592,INLAND
-121.9,37.3,52.0,1456.0,269.0,582.0,277.0,5.036,<1H OCEAN
-117.21,33.71,16.0,8476.0,1758.0,2711.0,1427.0,2.1848,<1H OCEAN
-117.18,33.16,15.0,5923.0,1206.0,3943.0,1006.0,3.1793,<1H OCEAN
-118.0,34.03,25.0,6909.0,1154.0,3912.0,1121.0,5.257,<1H OCEAN
-117.98,34.53,13.0,2815.0,535.0,1492.0,491.0,4.0945,INLAND
-118.41,34.07,52.0,3562.0,394.0,1163.0,361.0,15.0001,<1H OCEAN
-121.3,38.75,36.0,3903.0,885.0,2313.0,804.0,2.655,INLAND
-121.91,37.25,31.0,1944.0,343.0,975.0,334.0,4.9205,<1H OCEAN
-120.84,37.51,20.0,1901.0,313.0,1258.0,320.0,3.8958,INLAND
-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065,INLAND
-121.0,37.25,31.0,1923.0,341.0,806.0,349.0,3.1738,INLAND
-122.28,37.84,50.0,2082.0,492.0,1131.0,473.0,1.6424,NEAR BAY
-122.82,38.38,27.0,2565.0,479.0,1227.0,467.0,4.5132,<1H OCEAN
-122.22,37.86,21.0,7099.0,1106.0,2401.0,1138.0,8.3014,NEAR BAY
-117.36,34.0,19.0,4592.0,895.0,2769.0,838.0,3.3622,INLAND
-118.5,33.97,29.0,2737.0,808.0,1157.0,696.0,5.128,<1H OCEAN
-118.41,34.17,35.0,2027.0,428.0,879.0,402.0,4.692,<1H OCEAN
-117.1,32.75,11.0,2393.0,726.0,1905.0,711.0,1.3448,NEAR OCEAN
-121.88,37.33,45.0,1192.0,371.0,1084.0,345.0,2.8594,<1H OCEAN
-122.16,37.75,38.0,2457.0,624.0,1516.0,482.0,1.5625,NEAR BAY
-122.27,37.82,41.0,3221.0,853.0,1959.0,720.0,1.1108,NEAR BAY
-118.04,34.06,30.0,2019.0,551.0,2481.0,484.0,3.1875,<1H OCEAN
-119.1,35.79,19.0,1809.0,477.0,2051.0,416.0,1.8144,INLAND
-118.47,34.01,44.0,2175.0,475.0,1019.0,448.0,4.793,<1H OCEAN
-122.28,37.84,52.0,2153.0,481.0,1168.0,441.0,1.9615,NEAR BAY
-118.16,33.97,23.0,1516.0,457.0,1977.0,435.0,2.3068,<1H OCEAN
-118.11,33.91,29.0,889.0,166.0,597.0,163.0,4.9609,<1H OCEAN
-117.17,32.79,43.0,1269.0,297.0,946.0,285.0,2.1447,NEAR OCEAN
-122.33,37.39,52.0,573.0,102.0,232.0,92.0,6.2263,NEAR OCEAN
-122.27,37.54,15.0,2126.0,310.0,905.0,306.0,8.9083,NEAR BAY
-122.26,37.45,17.0,2742.0,441.0,986.0,421.0,5.9285,NEAR OCEAN
-117.92,33.63,24.0,1562.0,441.0,696.0,347.0,3.5161,<1H OCEAN
-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,NEAR BAY
-117.96,33.81,34.0,1941.0,356.0,1021.0,339.0,4.4663,<1H OCEAN
-119.55,36.69,21.0,1551.0,423.0,1519.0,406.0,1.7132,INLAND
-120.4,34.86,11.0,1633.0,348.0,504.0,327.0,2.0508,<1H OCEAN
-122.26,37.83,52.0,2432.0,715.0,1377.0,696.0,2.5898,NEAR BAY
-121.15,40.25,14.0,5156.0,880.0,616.0,281.0,3.3462,INLAND
-117.9,33.76,26.0,2678.0,702.0,3262.0,685.0,3.6953,<1H OCEAN
-122.74,38.47,16.0,1426.0,287.0,525.0,260.0,3.0714,<1H OCEAN
-121.62,36.67,45.0,1827.0,408.0,1507.0,410.0,2.8942,<1H OCEAN
-117.96,33.76,24.0,1328.0,290.0,1012.0,306.0,4.2813,<1H OCEAN
-122.26,37.83,50.0,1125.0,322.0,616.0,304.0,2.026,NEAR BAY
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,NEAR BAY
-121.96,37.3,23.0,4040.0,843.0,2181.0,843.0,4.0403,<1H OCEAN
-120.24,38.01,11.0,1214.0,228.0,633.0,199.0,3.125,INLAND
-121.17,37.88,22.0,1283.0,256.0,3082.0,239.0,3.5365,INLAND
-117.23,33.57,6.0,13724.0,2269.0,5860.0,1986.0,3.9617,<1H OCEAN
-117.11,32.95,11.0,4694.0,824.0,2223.0,783.0,4.9485,<1H OCEAN
-118.39,34.23,18.0,3405.0,831.0,3001.0,795.0,3.0083,<1H OCEAN
-120.25,37.93,13.0,493.0,76.0,196.0,68.0,3.375,INLAND
-121.36,38.04,4.0,2477.0,359.0,1234.0,377.0,5.5427,INLAND
-122.14,38.16,4.0,3273.0,495.0,1497.0,454.0,5.3345,NEAR BAY
-121.54,39.5,38.0,1438.0,310.0,779.0,275.0,1.3289,INLAND
-118.15,33.77,39.0,2428.0,634.0,1312.0,612.0,2.7212,NEAR OCEAN
-118.71,34.29,24.0,2983.0,406.0,1203.0,381.0,6.3236,<1H OCEAN
-118.45,34.31,9.0,1739.0,358.0,820.0,323.0,4.0556,<1H OCEAN
-122.56,37.94,36.0,2023.0,242.0,653.0,241.0,10.6272,NEAR BAY
-117.4,33.95,46.0,2189.0,423.0,866.0,389.0,3.1384,INLAND
-116.94,33.77,14.0,7240.0,1410.0,2708.0,1240.0,2.4145,INLAND
-122.28,37.84,49.0,1916.0,447.0,863.0,378.0,1.9274,NEAR BAY
-121.3,38.74,41.0,4374.0,1039.0,2387.0,959.0,2.3611,INLAND
-122.3,37.56,35.0,1873.0,351.0,945.0,333.0,5.5184,NEAR OCEAN
-122.09,37.6,36.0,385.0,94.0,295.0,92.0,2.9706,NEAR BAY
-118.34,34.06,52.0,1311.0,310.0,707.0,290.0,3.4812,<1H OCEAN
-119.25,34.26,30.0,2948.0,827.0,1635.0,750.0,2.67,NEAR OCEAN
-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,NEAR OCEAN
-122.06,37.88,34.0,4781.0,703.0,1879.0,714.0,6.5378,NEAR BAY
-122.45,40.85,20.0,2701.0,573.0,892.0,358.0,2.7736,INLAND
-122.07,37.38,26.0,1272.0,306.0,562.0,284.0,4.5644,NEAR BAY
-118.28,34.16,49.0,1393.0,290.0,605.0,282.0,2.9491,<1H OCEAN
-117.47,34.12,6.0,10565.0,1767.0,5690.0,1555.0,4.1797,INLAND
-122.45,37.74,46.0,6429.0,1093.0,2535.0,1109.0,5.0887,NEAR BAY
-121.79,37.32,6.0,2850.0,561.0,2160.0,581.0,5.5336,<1H OCEAN
-118.25,33.96,42.0,1326.0,295.0,918.0,258.0,2.3864,<1H OCEAN
-117.16,32.8,37.0,422.0,79.0,211.0,80.0,3.0625,NEAR OCEAN
-118.6,34.07,16.0,319.0,59.0,149.0,64.0,4.625,<1H OCEAN
-117.01,32.66,11.0,9992.0,1368.0,4495.0,1316.0,6.9664,NEAR OCEAN
-117.88,34.01,16.0,6756.0,1332.0,4429.0,1299.0,4.7589,<1H OCEAN
-118.32,34.07,52.0,2980.0,366.0,967.0,359.0,11.2185,<1H OCEAN
-118.01,33.96,36.0,1805.0,288.0,882.0,308.0,5.3054,<1H OCEAN
-122.26,37.85,52.0,2202.0,434.0,910.0,402.0,3.2031,NEAR BAY
-121.3,38.51,19.0,822.0,134.0,457.0,133.0,4.15,INLAND
-118.23,33.9,34.0,2462.0,553.0,2334.0,502.0,1.641,<1H OCEAN
-122.27,37.84,48.0,1922.0,409.0,1026.0,335.0,1.7969,NEAR BAY
-118.3,33.95,27.0,1774.0,444.0,1622.0,402.0,2.2031,<1H OCEAN
-122.91,39.03,14.0,2374.0,557.0,723.0,427.0,1.3532,INLAND
-122.54,37.98,52.0,1758.0,316.0,607.0,264.0,5.5083,NEAR BAY
-118.29,33.84,34.0,2617.0,558.0,1396.0,515.0,5.061,<1H OCEAN
-120.99,37.67,28.0,1768.0,423.0,1066.0,392.0,1.8315,INLAND
-117.26,34.11,33.0,1210.0,288.0,850.0,238.0,1.2171,INLAND
-118.25,33.93,42.0,819.0,233.0,899.0,228.0,1.1346,<1H OCEAN
-122.26,37.84,49.0,713.0,202.0,462.0,189.0,1.025,NEAR BAY
-122.04,37.39,5.0,8745.0,2211.0,3959.0,2019.0,4.7685,<1H OCEAN
-122.28,37.49,29.0,4148.0,635.0,1638.0,627.0,6.912,NEAR OCEAN
-117.84,34.0,26.0,797.0,117.0,383.0,114.0,6.8758,<1H OCEAN
-119.32,36.31,21.0,2309.0,424.0,1047.0,453.0,2.9886,INLAND
-117.82,33.88,18.0,1982.0,300.0,1027.0,324.0,7.0526,<1H OCEAN
-118.34,34.09,37.0,1442.0,501.0,998.0,503.0,2.4432,<1H OCEAN
-122.41,37.66,37.0,694.0,188.0,658.0,225.0,4.6103,NEAR OCEAN
-118.49,34.03,31.0,3155.0,808.0,1208.0,745.0,3.6769,<1H OCEAN
-122.28,37.83,52.0,1511.0,390.0,901.0,403.0,1.4103,NEAR BAY
-121.29,38.89,10.0,653.0,120.0,407.0,146.0,3.3889,INLAND
-121.25,37.94,30.0,1509.0,308.0,967.0,278.0,1.7798,INLAND
-117.11,32.69,34.0,1144.0,295.0,1271.0,302.0,2.09,NEAR OCEAN
-122.19,39.5,23.0,462.0,97.0,261.0,90.0,2.1705,INLAND
-122.45,38.27,25.0,5024.0,881.0,1994.0,838.0,4.2237,NEAR BAY
-118.45,34.04,23.0,3771.0,1321.0,2031.0,1241.0,2.7679,<1H OCEAN
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,NEAR BAY
-122.45,37.71,52.0,1658.0,322.0,1086.0,326.0,3.8583,NEAR OCEAN
-117.66,34.15,25.0,3430.0,485.0,1284.0,438.0,8.5282,INLAND
-120.35,37.86,25.0,287.0,57.0,118.0,50.0,2.3056,INLAND
-122.08,40.09,19.0,2611.0,503.0,1185.0,483.0,2.3657,INLAND
-118.26,33.96,39.0,1255.0,323.0,902.0,327.0,1.5812,<1H OCEAN
-118.37,34.02,44.0,1944.0,458.0,981.0,377.0,2.6154,<1H OCEAN
-121.96,39.3,39.0,701.0,130.0,271.0,89.0,2.1845,INLAND
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,NEAR BAY
-118.01,34.11,36.0,1722.0,320.0,794.0,322.0,4.2132,INLAND
-119.45,36.59,28.0,1274.0,215.0,572.0,202.0,3.825,INLAND
-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,<1H OCEAN
-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,NEAR BAY
-122.44,37.78,52.0,1118.0,279.0,514.0,284.0,2.4196,NEAR BAY
-124.16,40.79,52.0,2148.0,421.0,975.0,430.0,2.2566,NEAR OCEAN
-117.93,33.62,37.0,2204.0,428.0,807.0,410.0,7.0516,<1H OCEAN
-122.51,38.06,24.0,9493.0,1935.0,5162.0,1880.0,3.0742,NEAR BAY
-117.89,33.94,20.0,3349.0,685.0,1822.0,675.0,4.7216,<1H OCEAN
-121.03,40.35,52.0,5486.0,1044.0,1977.0,754.0,2.1833,INLAND
-122.24,37.76,52.0,2646.0,581.0,1128.0,522.0,3.0718,NEAR BAY
-121.61,37.06,21.0,5322.0,908.0,3011.0,895.0,5.5936,<1H OCEAN
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,NEAR BAY
-117.71,34.07,24.0,1948.0,362.0,1286.0,364.0,3.6,INLAND
-117.97,33.66,14.0,6090.0,1338.0,1974.0,1248.0,2.8061,<1H OCEAN
-117.17,32.69,45.0,3168.0,598.0,1341.0,562.0,4.5189,NEAR OCEAN
-120.67,35.29,44.0,2236.0,411.0,1036.0,437.0,3.0833,NEAR OCEAN
-118.39,34.08,27.0,6605.0,1710.0,2665.0,1520.0,3.8088,<1H OCEAN
-120.45,34.96,26.0,1949.0,396.0,1575.0,377.0,2.875,<1H OCEAN
-122.27,37.82,43.0,1007.0,312.0,558.0,253.0,1.7348,NEAR BAY
-117.25,33.21,13.0,1203.0,292.0,1035.0,293.0,2.6339,<1H OCEAN
-122.26,37.83,52.0,1443.0,311.0,660.0,292.0,3.0125,NEAR BAY
-122.27,37.82,52.0,1630.0,456.0,1162.0,400.0,1.2475,NEAR BAY
-120.84,38.63,12.0,1313.0,231.0,731.0,232.0,5.7373,INLAND
-117.7,35.64,8.0,2683.0,416.0,1154.0,399.0,5.8625,INLAND
-120.62,35.28,28.0,3952.0,592.0,1469.0,571.0,6.3144,NEAR OCEAN
-121.9,37.66,18.0,7397.0,1137.0,3126.0,1115.0,6.4994,INLAND
-117.23,33.19,22.0,2554.0,447.0,1147.0,422.0,3.6346,<1H OCEAN
-117.95,34.07,37.0,1375.0,260.0,951.0,272.0,3.2083,<1H OCEAN
-120.66,35.13,41.0,2666.0,751.0,940.0,507.0,1.9653,<1H OCEAN
-122.28,37.85,41.0,535.0,123.0,317.0,119.0,2.4038,NEAR BAY
-122.13,37.44,42.0,2390.0,462.0,1146.0,468.0,6.3111,NEAR BAY
-116.97,32.8,15.0,3927.0,1018.0,2204.0,977.0,2.4367,<1H OCEAN
-117.05,33.13,20.0,7746.0,2035.0,5370.0,1838.0,2.3762,<1H OCEAN
-118.24,34.2,41.0,2067.0,452.0,1282.0,455.0,5.5756,<1H OCEAN
-121.98,37.36,34.0,1735.0,318.0,1019.0,301.0,4.5625,<1H OCEAN
-117.72,34.0,15.0,4363.0,690.0,2410.0,666.0,5.4824,INLAND
-118.02,34.13,34.0,1966.0,319.0,980.0,297.0,7.7307,INLAND
-118.38,33.86,15.0,1778.0,311.0,908.0,330.0,7.674,<1H OCEAN
-120.55,38.31,18.0,1411.0,312.0,592.0,230.0,1.625,INLAND
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,NEAR BAY
-118.23,33.9,45.0,1285.0,238.0,840.0,211.0,3.4107,<1H OCEAN
-121.89,36.59,18.0,2700.0,937.0,1042.0,744.0,3.1364,NEAR OCEAN
-121.91,37.33,52.0,2562.0,410.0,973.0,398.0,4.8854,<1H OCEAN
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,NEAR BAY
-117.13,34.39,29.0,2251.0,464.0,855.0,315.0,3.4183,INLAND
-122.04,37.89,33.0,2423.0,322.0,998.0,346.0,7.5349,NEAR BAY
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,NEAR BAY
-119.73,36.83,14.0,3348.0,491.0,1584.0,493.0,5.0828,INLAND
-122.08,37.99,19.0,4657.0,739.0,1914.0,732.0,5.0509,NEAR BAY
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,NEAR BAY
-119.06,34.37,32.0,3885.0,759.0,2504.0,736.0,3.6453,<1H OCEAN
-118.27,34.04,13.0,1784.0,,2158.0,682.0,1.7038,<1H OCEAN
-121.24,38.79,15.0,2615.0,485.0,1063.0,428.0,3.7904,INLAND
-119.67,34.42,37.0,1673.0,444.0,1477.0,446.0,2.0643,<1H OCEAN
-121.42,38.64,44.0,1728.0,367.0,1042.0,349.0,1.6033,INLAND
-120.38,37.99,36.0,2864.0,603.0,1155.0,565.0,2.3571,INLAND
-121.82,38.01,42.0,1017.0,253.0,798.0,266.0,2.1719,INLAND
-118.3,33.82,26.0,2080.0,560.0,2096.0,506.0,2.8106,<1H OCEAN
-121.85,39.73,52.0,444.0,80.0,1107.0,98.0,3.4191,INLAND
-117.37,33.18,19.0,1931.0,509.0,855.0,394.0,2.6979,NEAR OCEAN
-119.05,34.36,22.0,1815.0,506.0,2428.0,473.0,2.8417,<1H OCEAN
-121.92,37.96,14.0,5332.0,884.0,2093.0,839.0,5.2798,INLAND
-121.83,37.37,43.0,1461.0,284.0,800.0,258.0,3.2279,<1H OCEAN
-119.77,36.77,29.0,2554.0,705.0,2669.0,655.0,1.2176,INLAND
-118.25,34.01,36.0,879.0,262.0,1034.0,236.0,1.2857,<1H OCEAN
-118.14,34.14,24.0,10239.0,2823.0,4210.0,2565.0,3.6997,<1H OCEAN
-120.04,36.93,11.0,3606.0,699.0,2074.0,644.0,2.6941,INLAND
-118.1,34.01,29.0,2077.0,564.0,2087.0,543.0,2.66,<1H OCEAN
-117.06,32.75,34.0,1917.0,419.0,1181.0,426.0,3.0208,NEAR OCEAN
-118.12,33.82,42.0,1493.0,277.0,671.0,267.0,3.2794,<1H OCEAN
-120.94,39.05,8.0,3758.0,717.0,1744.0,661.0,3.1972,INLAND
-117.6,33.45,4.0,2369.0,566.0,996.0,435.0,5.4031,NEAR OCEAN
-119.29,36.34,28.0,1440.0,431.0,2178.0,440.0,1.2634,INLAND
-118.07,34.13,27.0,3787.0,913.0,1992.0,853.0,3.301,INLAND
-118.23,34.21,29.0,2584.0,608.0,1217.0,568.0,3.3287,<1H OCEAN
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,NEAR BAY
-117.9,33.92,27.0,698.0,116.0,391.0,126.0,5.9177,<1H OCEAN
-117.93,33.78,36.0,2169.0,359.0,1018.0,370.0,4.3906,<1H OCEAN
-122.25,37.84,52.0,3104.0,687.0,1157.0,647.0,3.12,NEAR BAY
-118.45,34.04,19.0,3330.0,1010.0,1837.0,915.0,3.0173,<1H OCEAN
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,NEAR BAY
-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,NEAR BAY
-119.69,36.81,15.0,2892.0,496.0,1634.0,501.0,4.4934,INLAND
-117.06,32.8,17.0,2247.0,340.0,973.0,318.0,5.5,<1H OCEAN
-121.88,37.3,16.0,2692.0,749.0,1674.0,681.0,2.6763,<1H OCEAN
